content_id,title,issue_type,location,suggestion,category,source_status,evidence_required,action
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,事实风险,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md:body,动态事实关键词 'prices'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-34777b6c17c1,Zhangjiajie Guide: Avatar Mountains & Itinerary,事实风险,2026-06-30-zhangjiajie-avatar-mountains-complete-guide-to-chinas-most-spectacular-park.md:body,动态事实关键词 'price'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-95d9a1b95440,China Travel Guide: July 2026 Updates & Visa Rules,事实风险,2026-07-01-chinabound-travel-guide-2026-07-monthly-update.md:body,动态事实关键词 'policy'：需核对最新官方信息并注明日期,law / regulation,NO_VERIFIED_SOURCE,官方法律法规原文或政府通知及生效日期,VERIFY_OR_REMOVE
cbt-95d9a1b95440,China Travel Guide: July 2026 Updates & Visa Rules,事实风险,2026-07-01-chinabound-travel-guide-2026-07-monthly-update.md:body,动态事实关键词 'visa'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-95d9a1b95440,China Travel Guide: July 2026 Updates & Visa Rules,事实风险,2026-07-01-chinabound-travel-guide-2026-07-monthly-update.md:L39,价格/时间/营业信息: 'Month'；需注明更新日期,unclassified,NO_VERIFIED_SOURCE,人工判断所需证据类型及核验日期,VERIFY_OR_REMOVE
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,事实风险,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md:body,动态事实关键词 'cost'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,事实风险,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md:body,动态事实关键词 'visa'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-c59607760fee,Chinese Street Food: Night Markets & What to Eat,事实风险,2026-07-01-chinese-street-food-a-first-timers-guide-to-night-markets-and-street-stalls.md:body,动态事实关键词 'open'：需核对最新官方信息并注明日期,opening hours,NO_VERIFIED_SOURCE,官方场馆/运营方页面及核验日期,VERIFY_OR_REMOVE
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),事实风险,2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md:body,动态事实关键词 'visa'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),事实风险,2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md:body,动态事实关键词 'passport'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),事实风险,2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md:body,动态事实关键词 'charges'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),事实风险,2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md:body,动态事实关键词 'prices'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),事实风险,2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md:body,动态事实关键词 'charge'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),事实风险,2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md:body,动态事实关键词 '144-hour'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),事实风险,2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md:body,动态事实关键词 'transit'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-ae69cb9f84b0,How to Use Alipay as a Foreigner (2026),事实风险,2026-07-02-how-to-use-alipay-as-a-foreigner-complete-setup-guide-2026-guide.md:body,动态事实关键词 'fees'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),AI幻觉,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:L33,无来源数据: '5 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),AI幻觉,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:L168,无来源数据: '300 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),事实风险,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:body,动态事实关键词 'cost'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),事实风险,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:body,动态事实关键词 'fee'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),事实风险,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:body,动态事实关键词 'restriction'：需核对最新官方信息并注明日期,law / regulation,NO_VERIFIED_SOURCE,官方法律法规原文或政府通知及生效日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),事实风险,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:body,动态事实关键词 'visa'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),事实风险,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:body,动态事实关键词 'passport'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),事实风险,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:body,动态事实关键词 'hours'：需核对最新官方信息并注明日期,opening hours,NO_VERIFIED_SOURCE,官方场馆/运营方页面及核验日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),事实风险,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:body,动态事实关键词 'prices'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-255af4ed003a,How to Set Up & Use WeChat Pay Step by Step (2026 Guide),事实风险,2026-07-02-wechat-pay-for-foreigners-step-by-step-setup-and-common-mistakes-to-avoid-guide.md:body,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,transportation,NO_VERIFIED_SOURCE,官方运营方/线路页面及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,AI幻觉,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:L6,无来源数据: '20 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,AI幻觉,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:L33,无来源数据: '20 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,AI幻觉,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:L61,无来源数据: '20 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,AI幻觉,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:L150,无来源数据: '20 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,AI幻觉,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:L152,无来源数据: '20 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,事实风险,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:body,动态事实关键词 'cost'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,事实风险,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:body,动态事实关键词 'fee'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,事实风险,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:body,动态事实关键词 'costs'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,事实风险,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:body,动态事实关键词 'visa'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,事实风险,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:body,动态事实关键词 'passport'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,事实风险,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:body,动态事实关键词 'opens'：需核对最新官方信息并注明日期,opening hours,NO_VERIFIED_SOURCE,官方场馆/运营方页面及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,事实风险,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:body,动态事实关键词 'hours'：需核对最新官方信息并注明日期,opening hours,NO_VERIFIED_SOURCE,官方场馆/运营方页面及核验日期,VERIFY_OR_REMOVE
cbt-bf4ec5e57a07,Guilin & Yangshuo: Complete 2026 Travel Guide,事实风险,2026-07-03-guilin-and-yangshuo-the-ultimate-karst-landscape-guide-for-2026-guide.md:body,动态事实关键词 'prices'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-4e09fa4aa93d,China High-Speed Trains: Booking & Insider Tips,事实风险,2026-07-04-china-high-speed-train-survival-guide-booking-classes-and-insider-tips.md:body,动态事实关键词 'visa'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-4e09fa4aa93d,China High-Speed Trains: Booking & Insider Tips,事实风险,2026-07-04-china-high-speed-train-survival-guide-booking-classes-and-insider-tips.md:body,动态事实关键词 'passport'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-4e09fa4aa93d,China High-Speed Trains: Booking & Insider Tips,事实风险,2026-07-04-china-high-speed-train-survival-guide-booking-classes-and-insider-tips.md:body,动态事实关键词 'fare'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-4e09fa4aa93d,China High-Speed Trains: Booking & Insider Tips,事实风险,2026-07-04-china-high-speed-train-survival-guide-booking-classes-and-insider-tips.md:body,动态事实关键词 'opens'：需核对最新官方信息并注明日期,opening hours,NO_VERIFIED_SOURCE,官方场馆/运营方页面及核验日期,VERIFY_OR_REMOVE
cbt-4e09fa4aa93d,China High-Speed Trains: Booking & Insider Tips,事实风险,2026-07-04-china-high-speed-train-survival-guide-booking-classes-and-insider-tips.md:body,动态事实关键词 'hours'：需核对最新官方信息并注明日期,opening hours,NO_VERIFIED_SOURCE,官方场馆/运营方页面及核验日期,VERIFY_OR_REMOVE
cbt-4e09fa4aa93d,China High-Speed Trains: Booking & Insider Tips,事实风险,2026-07-04-china-high-speed-train-survival-guide-booking-classes-and-insider-tips.md:body,动态事实关键词 'prices'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-4e09fa4aa93d,China High-Speed Trains: Booking & Insider Tips,事实风险,2026-07-04-china-high-speed-train-survival-guide-booking-classes-and-insider-tips.md:body,动态事实关键词 'price'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-4e09fa4aa93d,China High-Speed Trains: Booking & Insider Tips,事实风险,2026-07-04-china-high-speed-train-survival-guide-booking-classes-and-insider-tips.md:body,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,transportation,NO_VERIFIED_SOURCE,官方运营方/线路页面及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,AI幻觉,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:L36,无来源数据: '500 km'；标注来源或移除,distances / durations,NO_VERIFIED_SOURCE,官方线路/地图/运营方文档及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,AI幻觉,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:L38,无来源数据: '800 km'；标注来源或移除,distances / durations,NO_VERIFIED_SOURCE,官方线路/地图/运营方文档及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,AI幻觉,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:L38,无来源数据: '700 km'；标注来源或移除,distances / durations,NO_VERIFIED_SOURCE,官方线路/地图/运营方文档及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,AI幻觉,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:L46,无来源数据: '3 km'；标注来源或移除,distances / durations,NO_VERIFIED_SOURCE,官方线路/地图/运营方文档及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,AI幻觉,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:L78,无来源数据: '18 km'；标注来源或移除,distances / durations,NO_VERIFIED_SOURCE,官方线路/地图/运营方文档及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,AI幻觉,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:L86,无来源数据: '10 km'；标注来源或移除,distances / durations,NO_VERIFIED_SOURCE,官方线路/地图/运营方文档及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,AI幻觉,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:L106,无来源数据: '6 km'；标注来源或移除,distances / durations,NO_VERIFIED_SOURCE,官方线路/地图/运营方文档及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,事实风险,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:body,动态事实关键词 'cost'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,事实风险,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:body,动态事实关键词 'fee'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,事实风险,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:body,动态事实关键词 'costs'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,事实风险,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:body,动态事实关键词 'opens'：需核对最新官方信息并注明日期,opening hours,NO_VERIFIED_SOURCE,官方场馆/运营方页面及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,事实风险,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:body,动态事实关键词 'hours'：需核对最新官方信息并注明日期,opening hours,NO_VERIFIED_SOURCE,官方场馆/运营方页面及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,事实风险,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:body,动态事实关键词 'prices'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,事实风险,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:body,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,transportation,NO_VERIFIED_SOURCE,官方运营方/线路页面及核验日期,VERIFY_OR_REMOVE
cbt-23c31fe5b281,Yunnan Travel Guide: Rice Terraces & Ancient Towns,事实风险,2026-07-05-yunnan-adventure-rice-terraces-ancient-towns-and-ethnic-minorities-guide.md:body,动态事实关键词 'charge'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,AI幻觉,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:L47,无来源数据: '120 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,AI幻觉,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:L51,无来源数据: '30 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,AI幻觉,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:L57,无来源数据: '15 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,AI幻觉,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:L65,无来源数据: '150 RMB'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,事实风险,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:body,动态事实关键词 'cost'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,事实风险,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:body,动态事实关键词 'visa'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,事实风险,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:body,动态事实关键词 'hours'：需核对最新官方信息并注明日期,opening hours,NO_VERIFIED_SOURCE,官方场馆/运营方页面及核验日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,事实风险,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:body,动态事实关键词 'prices'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,事实风险,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:body,动态事实关键词 'high-speed rail'：需核对最新官方信息并注明日期,transportation,NO_VERIFIED_SOURCE,官方运营方/线路页面及核验日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,事实风险,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:body,动态事实关键词 '144-hour'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,事实风险,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:body,动态事实关键词 'transit'：需核对最新官方信息并注明日期,visa / immigration,NO_VERIFIED_SOURCE,官方政府签证/出入境页面（如中国驻外使领馆、国家移民管理局）及生效日期,VERIFY_OR_REMOVE
cbt-1005a037234b,China Food Guide for European Travelers,事实风险,2026-07-06-a-gastronomic-adventure-in-china-a-foodies-guide-for-european-travelers.md:L69,价格/时间/营业信息: '9:30 AM'；需注明更新日期,unclassified,NO_VERIFIED_SOURCE,人工判断所需证据类型及核验日期,VERIFY_OR_REMOVE
cbt-9e2f5ffa1b6d,Where to Stay in China: Hotels & Budget Options,AI幻觉,2026-07-07-navigating-chinas-accommodation-maze-a-californians-guide-for-aussie-and-kiwi-travelers.md:L39,无来源数据: '100 yuan'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-9e2f5ffa1b6d,Where to Stay in China: Hotels & Budget Options,AI幻觉,2026-07-07-navigating-chinas-accommodation-maze-a-californians-guide-for-aussie-and-kiwi-travelers.md:L39,无来源数据: '300 yuan'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-9e2f5ffa1b6d,Where to Stay in China: Hotels & Budget Options,AI幻觉,2026-07-07-navigating-chinas-accommodation-maze-a-californians-guide-for-aussie-and-kiwi-travelers.md:L42,无来源数据: '500 yuan'；标注来源或移除,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
cbt-9e2f5ffa1b6d,Where to Stay in China: Hotels & Budget Options,事实风险,2026-07-07-navigating-chinas-accommodation-maze-a-californians-guide-for-aussie-and-kiwi-travelers.md:body,动态事实关键词 'cost'：需核对最新官方信息并注明日期,prices / fees,NO_VERIFIED_SOURCE,官方承运方/场馆/运营方价格页或合作方费率表及核验日期,VERIFY_OR_REMOVE
